Date,CPI,UnempRate
2012-01-01,3.19808928450254,8.3
2012-02-01,1.6845519133678302,8.3
2012-03-01,2.42029632056173,8.2
2012-04-01,2.2851338427891696,8.2
2012-05-01,1.7320720722101297,8.2
2012-06-01,1.92206327761144,8.2
2012-07-01,2.08371119432122,8.2
2012-08-01,2.4238660191344503,8.1
2012-09-01,2.2866037427289303,7.8
2012-10-01,1.87504766315374,7.8
2012-11-01,2.0721553787935503,7.7
2012-12-01,1.79065016566902,7.9
2013-01-01,2.74180750368704,8.0
2013-02-01,2.45154222786008,7.7
2013-03-01,1.21535791179703,7.5
2013-04-01,2.088884185994,7.6
2013-05-01,1.9563823322529,7.5
2013-06-01,2.13725043962469,7.5
2013-07-01,2.00320004740069,7.3
2013-08-01,2.1480298989162,7.2
2013-09-01,2.23216017314456,7.2
2013-10-01,1.16372929089217,7.2
2013-11-01,2.60550640737742,6.9
2013-12-01,2.8446440822717203,6.7
2014-01-01,2.40632650352188,6.6
2014-02-01,2.3508313464702497,6.7
2014-03-01,2.8589766754357098,6.7
2014-04-01,2.21493222879676,6.2
2014-05-01,2.54562660708071,6.3
2014-06-01,1.31136444111866,6.1
2014-07-01,2.4049038383757497,6.2
2014-08-01,1.75173691535098,6.1
2014-09-01,1.93541098458714,5.9
2014-10-01,2.4289565511268,5.7
2014-11-01,2.25631054100233,5.8
2014-12-01,2.3833942455642,5.6
2015-01-01,1.94752959883826,5.7
2015-02-01,1.95449451571832,5.5
2015-03-01,2.43333592636743,5.4
2015-04-01,2.96265053867684,5.4
2015-05-01,2.5012910991095,5.6
2015-06-01,2.97239956431092,5.3
2015-07-01,1.9220253006031696,5.2
2015-08-01,1.63579063211565,5.1
2015-09-01,2.99841569275872,5.0
2015-10-01,2.28316449144805,5.0
2015-11-01,2.2654806001265,5.1
2015-12-01,1.83471969623819,5.0
2016-01-01,2.70841659132004,4.8
2016-02-01,2.53771440127248,4.9
2016-03-01,2.22200455864592,5.0
2016-04-01,3.8254778833095098,5.1
2016-05-01,3.2805191880404,4.8
2016-06-01,2.10339046055212,4.9
2016-07-01,2.49016471097936,4.8
2016-08-01,2.7425708907920803,4.9
2016-09-01,2.49832933493122,5.0
2016-10-01,2.01802556175075,4.9
2016-11-01,2.45883151623452,4.7
2016-12-01,2.03838510774881,4.7
2017-01-01,3.43630577482943,4.7
2017-02-01,3.2923463387532204,4.6
2017-03-01,1.91438367511723,4.4
2017-04-01,1.55365836257901,4.4
2017-05-01,2.1132188709843502,4.4
2017-06-01,1.8968337862046696,4.3
2017-07-01,2.1220936834140702,4.3
2017-08-01,2.2747579876520403,4.4
2017-09-01,2.8702567714483,4.3
2017-10-01,2.4249630240346502,4.2
2017-11-01,2.42039295861358,4.2
2017-12-01,2.95574718908234,4.1
2018-01-01,3.9706309135111097,4.0
2018-02-01,2.08186527149696,4.1
2018-03-01,2.0826856632985,4.0
2018-04-01,3.00772288417426,4.0
2018-05-01,3.1259263417529906,3.8
2018-06-01,2.6163897790056003,4.0
2018-07-01,2.28557663846558,3.8
2018-08-01,2.2967112867851003,3.8
2018-09-01,2.60670053893586,3.7
2018-10-01,2.22779661517745,3.8
2018-11-01,3.4834371089899303,3.8
2018-12-01,2.9347393147287404,3.9
2019-01-01,3.07199181422702,4.0
2019-02-01,3.14033799369344,3.8
2019-03-01,3.0972648711077304,3.8
2019-04-01,2.67474234426135,3.6
2019-05-01,2.5585351456762795,3.6
2019-06-01,3.97472775912058,3.6
2019-07-01,2.94534789606442,3.7
2019-08-01,2.58754563594987,3.7
2019-09-01,2.82051176616762,3.5
2019-10-01,2.36003383116337,3.6
2019-11-01,3.13081896037617,3.6
2019-12-01,2.43080940154885,3.6
2020-01-01,3.8833606016334303,3.5
2020-02-01,2.9934749293149903,3.5
2020-03-01,2.7608893617377297,4.4
2020-04-01,1.83322278918112,14.7
2020-05-01,2.8772894363724903,13.2
2020-06-01,1.74126381770838,11.0
2020-07-01,3.82979580616283,10.2
2020-08-01,2.23128217688613,8.4
2020-09-01,1.310671362093,7.9
2020-10-01,2.01902685688957,6.9
2020-11-01,0.7466587165494201,6.7
2020-12-01,1.94088496978138,6.7
2021-01-01,1.5064750773982298,6.4
2021-02-01,2.4919781210563503,6.2
2021-03-01,2.03573217055215,6.0
2021-04-01,2.74406534454605,6.0
2021-05-01,3.59019900416062,5.8
2021-06-01,3.99408215067745,5.9
2021-07-01,2.76449822278044,5.4
2021-08-01,4.02552264909379,5.2
2021-09-01,4.96883904402985,4.7
2021-10-01,6.25163662369874,4.6
2021-11-01,5.855760303899291,4.2
2021-12-01,5.2758190004058605,3.9
2022-01-01,7.14152501882552,4.0
2022-02-01,6.506399412010389,3.8
2022-03-01,5.90259408093989,3.6
2022-04-01,6.52799274334135,3.6
2022-05-01,7.211770314354251,3.6
